ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CITY,STATE,COUNTRY,TERRITORY,DEALSIZE
10214,21,62.96,6,1322.16,26 January 2004,Shipped,1,1,2004,Vintage Cars,60,S18_2248,Madrid,,Spain,EMEA,Small
10227,28,50.85,9,1423.8,03 February 2004,Shipped,1,3,2004,Vintage Cars,60,S18_2248,Lyon,,France,EMEA,Small
10241,33,72.65,1,2397.45,13 April 2004,Shipped,2,4,2004,Vintage Cars,60,S18_2248,Strasbourg,,France,EMEA,Small
10280,25,62.96,15,1574,17 August 2004,Shipped,3,8,2004,Vintage Cars,60,S18_2248,Torino,,Italy,EMEA,Small
10288,28,61.75,4,1729,09 January 2004,Shipped,3,9,2004,Vintage Cars,60,S18_2248,Singapore,,Singapore,APAC,Small
10303,46,49.04,2,2255.84,10 June 2004,Shipped,4,10,2004,Vintage Cars,60,S18_2248,Sevilla,,Spain,EMEA,Small
10312,30,61.15,16,1834.5,21 October 2004,Shipped,4,10,2004,Vintage Cars,60,S18_2248,San Rafael,CA,USA,,Small
10332,38,84.25,9,3201.5,17 November 2004,Shipped,4,11,2004,Vintage Cars,60,S18_2248,Manchester,,UK,EMEA,Medium
10344,40,56.91,2,2276.4,25 November 2004,Shipped,4,11,2004,Vintage Cars,60,S18_2248,Marseille,,France,EMEA,Small
10367,45,100,4,8884.8,01 December 2005,Resolved,1,1,2005,Vintage Cars,60,S18_2248,Pasadena,CA,USA,,Large
10379,27,49.3,1,1331.1,02 October 2005,Shipped,1,2,2005,Vintage Cars,60,S18_2248,Madrid,,Spain,EMEA,Small
10407,42,72.65,1,3051.3,22 April 2005,On Hold,2,4,2005,Vintage Cars,60,S18_2248,San Jose,CA,USA,,Medium
10420,36,63.57,4,2288.52,29 May 2005,In Process,2,5,2005,Vintage Cars,60,S18_2248,Chatswood,NSW,Australia,APAC,Small
10104,29,100,12,3772.61,31 January 2003,Shipped,1,1,2003,Trucks and Buses,122,S18_2319,Madrid,,Spain,EMEA,Medium
10114,39,100,3,4164.42,04 January 2003,Shipped,2,4,2003,Trucks and Buses,122,S18_2319,Paris,,France,EMEA,Medium
10127,45,100,14,6295.95,06 March 2003,Shipped,2,6,2003,Trucks and Buses,122,S18_2319,NYC,NY,USA,,Medium
10141,47,100,8,6287.66,08 January 2003,Shipped,3,8,2003,Trucks and Buses,122,S18_2319,Espoo,,Finland,EMEA,Medium
10151,49,100,6,5412.54,21 September 2003,Shipped,3,9,2003,Trucks and Buses,122,S18_2319,Oulu,,Finland,EMEA,Medium
10165,46,100,15,5984.14,22 October 2003,Shipped,4,10,2003,Trucks and Buses,122,S18_2319,Singapore,,Singapore,Japan,Medium
10175,48,100,4,5891.04,11 June 2003,Shipped,4,11,2003,Trucks and Buses,122,S18_2319,London,,UK,EMEA,Medium
10184,46,100,9,5984.14,14 November 2003,Shipped,4,11,2003,Trucks and Buses,122,S18_2319,Sevilla,,Spain,EMEA,Medium
10195,35,100,9,3608.15,25 November 2003,Shipped,4,11,2003,Trucks and Buses,122,S18_2319,White Plains,NY,USA,,Medium
10207,43,100,10,5752.54,12 September 2003,Shipped,4,12,2003,Trucks and Buses,122,S18_2319,Boston,MA,USA,,Medium
10229,26,100,4,3765.32,03 November 2004,Shipped,1,3,2004,Trucks and Buses,122,S18_2319,San Rafael,CA,USA,,Medium
10246,22,98.18,8,2159.96,05 May 2004,Shipped,2,5,2004,Trucks and Buses,122,S18_2319,Madrid,,Spain,EMEA,Small
10259,34,99.41,7,3379.94,15 June 2004,Shipped,2,6,2004,Trucks and Buses,122,S18_2319,Singapore,,Singapore,APAC,Medium
10271,50,100,8,5093.5,20 July 2004,Shipped,3,7,2004,Trucks and Buses,122,S18_2319,San Rafael,CA,USA,,Medium
10281,48,100,4,5773.44,19 August 2004,Shipped,3,8,2004,Trucks and Buses,122,S18_2319,Allentown,PA,USA,,Medium
10292,41,100,11,4528.86,09 August 2004,Shipped,3,9,2004,Trucks and Buses,122,S18_2319,NYC,NY,USA,,Medium
10305,36,100,8,4816.08,13 October 2004,Shipped,4,10,2004,Trucks and Buses,122,S18_2319,Cambridge,MA,USA,,Medium
10313,29,100,2,3416.78,22 October 2004,Shipped,4,10,2004,Trucks and Buses,122,S18_2319,Vancouver,BC,Canada,,Medium
10324,33,37.48,10,1236.84,11 May 2004,Shipped,4,11,2004,Trucks and Buses,122,S18_2319,NYC,NY,USA,,Small
10334,46,100,6,5814.86,19 November 2004,On Hold,4,11,2004,Trucks and Buses,122,S18_2319,Lule,,Sweden,EMEA,Medium
10349,38,100,7,5223.48,12 January 2004,Shipped,4,12,2004,Trucks and Buses,122,S18_2319,NYC,NY,USA,,Medium
10358,20,36.42,11,728.4,12 October 2004,Shipped,4,12,2004,Trucks and Buses,122,S18_2319,Madrid,,Spain,EMEA,Small
10370,22,100,5,3949,20 January 2005,Shipped,1,1,2005,Trucks and Buses,122,S18_2319,North Sydney,NSW,Australia,APAC,Medium
10383,27,100,11,3843.99,22 February 2005,Shipped,1,2,2005,Trucks and Buses,122,S18_2319,Madrid,,Spain,EMEA,Medium
10412,56,98.18,8,5498.08,05 March 2005,Shipped,2,5,2005,Trucks and Buses,122,S18_2319,Madrid,,Spain,EMEA,Medium
10425,38,99.41,7,3777.58,31 May 2005,In Process,2,5,2005,Trucks and Buses,122,S18_2319,Nantes,,France,EMEA,Medium
10101,25,100,4,3782,01 September 2003,Shipped,1,1,2003,Vintage Cars,127,S18_2325,Frankfurt,,Germany,EMEA,Medium
10110,33,100,4,3859.68,18 March 2003,Shipped,1,3,2003,Vintage Cars,127,S18_2325,Manchester,,UK,EMEA,Medium
10124,42,100,3,4431.84,21 May 2003,Shipped,2,5,2003,Vintage Cars,127,S18_2325,Las Vegas,NV,USA,,Medium
10149,33,100,8,4950.33,09 December 2003,Shipped,3,9,2003,Vintage Cars,127,S18_2325,Brisbane,CA,USA,,Medium
10162,38,100,6,4299.7,18 October 2003,Shipped,4,10,2003,Vintage Cars,127,S18_2325,San Francisco,CA,USA,,Medium
10173,31,100,10,4492.83,11 May 2003,Shipped,4,11,2003,Vintage Cars,127,S18_2325,Bergamo,,Italy,EMEA,Medium
10182,20,100,7,2212,11 December 2003,Shipped,4,11,2003,Vintage Cars,127,S18_2325,San Rafael,CA,USA,,Small
10193,44,100,11,4642.88,21 November 2003,Shipped,4,11,2003,Vintage Cars,127,S18_2325,Glen Waverly,Victoria,Australia,APAC,Medium
10204,26,100,1,3206.32,12 February 2003,Shipped,4,12,2003,Vintage Cars,127,S18_2325,NYC,NY,USA,,Medium
10214,27,100,4,3604.23,26 January 2004,Shipped,1,1,2004,Vintage Cars,127,S18_2325,Madrid,,Spain,EMEA,Medium
10227,46,100,7,7017.76,03 February 2004,Shipped,1,3,2004,Vintage Cars,127,S18_2325,Lyon,,France,EMEA,Large
10243,47,100,2,6154.18,26 April 2004,Shipped,2,4,2004,Vintage Cars,127,S18_2325,Boston,MA,USA,,Medium
10280,37,100,13,4750.8,17 August 2004,Shipped,3,8,2004,Vintage Cars,127,S18_2325,Torino,,Italy,EMEA,Medium
10288,31,100,2,3822.92,09 January 2004,Shipped,3,9,2004,Vintage Cars,127,S18_2325,Singapore,,Singapore,APAC,Medium
10304,24,100,17,2440.8,10 November 2004,Shipped,4,10,2004,Vintage Cars,127,S18_2325,Versailles,,France,EMEA,Small
10312,31,100,14,4729.36,21 October 2004,Shipped,4,10,2004,Vintage Cars,127,S18_2325,San Rafael,CA,USA,,Medium
10322,50,100,6,12536.5,11 April 2004,Shipped,4,11,2004,Vintage Cars,127,S18_2325,Nashua,NH,USA,,Large
10332,35,64.69,8,2264.15,17 November 2004,Shipped,4,11,2004,Vintage Cars,127,S18_2325,Manchester,,UK,EMEA,Small
10344,30,100,3,3928.2,25 November 2004,Shipped,4,11,2004,Vintage Cars,127,S18_2325,Marseille,,France,EMEA,Medium
10356,29,100,3,3630.22,12 September 2004,Shipped,4,12,2004,Vintage Cars,127,S18_2325,Paris,,France,EMEA,Medium
10367,27,100,5,4196.07,01 December 2005,Resolved,1,1,2005,Vintage Cars,127,S18_2325,Pasadena,CA,USA,,Medium
10380,40,100,10,4931.6,16 February 2005,Shipped,1,2,2005,Vintage Cars,127,S18_2325,Madrid,,Spain,EMEA,Medium
10390,31,98.99,16,3068.69,03 April 2005,Shipped,1,3,2005,Vintage Cars,127,S18_2325,San Rafael,CA,USA,,Medium
10409,6,100,2,785.64,23 April 2005,Shipped,2,4,2005,Vintage Cars,127,S18_2325,Singapore,,Singapore,APAC,Small
10420,45,100,2,4977,29 May 2005,In Process,2,5,2005,Vintage Cars,127,S18_2325,Chatswood,NSW,Australia,APAC,Medium
10103,22,54.09,2,1189.98,29 January 2003,Shipped,1,1,2003,Trucks and Buses,60,S18_2432,Stavern,,Norway,EMEA,Small
10114,45,68.67,6,3090.15,04 January 2003,Shipped,2,4,2003,Trucks and Buses,60,S18_2432,Paris,,France,EMEA,Medium
10126,43,65.02,2,2795.86,28 May 2003,Shipped,2,5,2003,Trucks and Buses,60,S18_2432,Madrid,,Spain,EMEA,Small
10140,46,61.99,2,2851.54,24 July 2003,Shipped,3,7,2003,Trucks and Buses,60,S18_2432,Burlingame,CA,USA,,Small
10151,39,69.28,9,2701.92,21 September 2003,Shipped,3,9,2003,Trucks and Buses,60,S18_2432,Oulu,,Finland,EMEA,Small
10165,31,71.1,18,2204.1,22 October 2003,Shipped,4,10,2003,Trucks and Buses,60,S18_2432,Singapore,,Singapore,Japan,Small
10175,41,69.28,7,2840.48,11 June 2003,Shipped,4,11,2003,Trucks and Buses,60,S18_2432,London,,UK,EMEA,Small
10184,44,60.16,12,2647.04,14 November 2003,Shipped,4,11,2003,Trucks and Buses,60,S18_2432,Sevilla,,Spain,EMEA,Small
10194,45,70.49,2,3172.05,25 November 2003,Shipped,4,11,2003,Trucks and Buses,60,S18_2432,Lyon,,France,EMEA,Medium
10207,37,69.89,13,2585.93,12 September 2003,Shipped,4,12,2003,Trucks and Buses,60,S18_2432,Boston,MA,USA,,Small
10217,35,61.38,2,2148.3,02 April 2004,Shipped,1,2,2004,Trucks and Buses,60,S18_2432,Singapore,,Singapore,APAC,Small
10229,28,59.55,7,1667.4,03 November 2004,Shipped,1,3,2004,Trucks and Buses,60,S18_2432,San Rafael,CA,USA,,Small
10246,30,61.99,11,1859.7,05 May 2004,Shipped,2,5,2004,Trucks and Buses,60,S18_2432,Madrid,,Spain,EMEA,Small
10259,30,49.22,10,1476.6,15 June 2004,Shipped,2,6,2004,Trucks and Buses,60,S18_2432,Singapore,,Singapore,APAC,Small
10271,25,69.28,11,1732,20 July 2004,Shipped,3,7,2004,Trucks and Buses,60,S18_2432,San Rafael,CA,USA,,Small
10281,29,57.73,7,1674.17,19 August 2004,Shipped,3,8,2004,Trucks and Buses,60,S18_2432,Allentown,PA,USA,,Small
10291,26,57.73,2,1500.98,09 August 2004,Shipped,3,9,2004,Trucks and Buses,60,S18_2432,Boras,,Sweden,EMEA,Small
10305,41,53.48,11,2192.68,13 October 2004,Shipped,4,10,2004,Trucks and Buses,60,S18_2432,Cambridge,MA,USA,,Small
10313,34,52.87,5,1797.58,22 October 2004,Shipped,4,10,2004,Trucks and Buses,60,S18_2432,Vancouver,BC,Canada,,Small
10322,35,61.21,11,2142.35,11 April 2004,Shipped,4,11,2004,Trucks and Buses,60,S18_2432,Nashua,NH,USA,,Small
10334,34,61.38,1,2086.92,19 November 2004,On Hold,4,11,2004,Trucks and Buses,60,S18_2432,Lule,,Sweden,EMEA,Small
10347,50,100,8,6834.5,29 November 2004,Shipped,4,11,2004,Trucks and Buses,60,S18_2432,Melbourne,Victoria,Australia,APAC,Medium
10357,41,61.99,7,2541.59,12 October 2004,Shipped,4,12,2004,Trucks and Buses,60,S18_2432,San Rafael,CA,USA,,Small
10370,22,96.86,7,2130.92,20 January 2005,Shipped,1,1,2005,Trucks and Buses,60,S18_2432,North Sydney,NSW,Australia,APAC,Small
10381,35,48.62,7,1701.7,17 February 2005,Shipped,1,2,2005,Trucks and Buses,60,S18_2432,San Francisco,CA,USA,,Small
10391,44,38.5,5,1694,03 September 2005,Shipped,1,3,2005,Trucks and Buses,60,S18_2432,North Sydney,NSW,Australia,APAC,Small
10412,47,61.99,11,2913.53,05 March 2005,Shipped,2,5,2005,Trucks and Buses,60,S18_2432,Madrid,,Spain,EMEA,Small
10425,19,49.22,10,935.18,31 May 2005,In Process,2,5,2005,Trucks and Buses,60,S18_2432,Nantes,,France,EMEA,Small
10106,34,90.39,2,3073.26,17 February 2003,Shipped,1,2,2003,Planes,84,S18_2581,Bergamo,,Italy,EMEA,Medium
10120,29,71.81,8,2082.49,29 April 2003,Shipped,2,4,2003,Planes,84,S18_2581,Melbourne,Victoria,Australia,APAC,Small
10133,49,69.27,3,3394.23,27 June 2003,Shipped,2,6,2003,Planes,84,S18_2581,Madrid,,Spain,EMEA,Medium
10145,30,85.32,14,2559.6,25 August 2003,Shipped,3,8,2003,Planes,84,S18_2581,Pasadena,CA,USA,,Small
10168,21,70.96,9,1490.16,28 October 2003,Shipped,4,10,2003,Planes,84,S18_2581,Burlingame,CA,USA,,Small
10210,50,76.88,7,3844,01 December 2004,Shipped,1,1,2004,Planes,84,S18_2581,Osaka,Osaka,Japan,Japan,Medium
10223,47,100,9,4724.91,20 February 2004,Shipped,1,2,2004,Planes,84,S18_2581,Melbourne,Victoria,Australia,APAC,Medium
10235,24,76.03,3,1824.72,04 February 2004,Shipped,2,4,2004,Planes,84,S18_2581,Tsawassen,BC,Canada,,Small
10250,27,98.84,4,2668.68,05 November 2004,Shipped,2,5,2004,Planes,84,S18_2581,San Jose,CA,USA,,Small
10263,33,86.17,10,2843.61,28 June 2004,Shipped,2,6,2004,Planes,84,S18_2581,Bridgewater,CT,USA,,Small
10275,35,90.39,9,3163.65,23 July 2004,Shipped,3,7,2004,Planes,84,S18_2581,Nantes,,France,EMEA,Medium
10284,31,71.81,1,2226.11,21 August 2004,Shipped,3,8,2004,Planes,84,S18_2581,Oslo,,Norway,EMEA,Small
10297,25,82.79,4,2069.75,16 September 2004,Shipped,3,9,2004,Planes,84,S18_2581,Dublin,,Ireland,EMEA,Small
10308,27,82.79,7,2235.33,15 October 2004,Shipped,4,10,2004,Planes,84,S18_2581,White Plains,NY,USA,,Small
10318,31,100,9,3116.43,11 February 2004,Shipped,4,11,2004,Planes,84,S18_2581,Allentown,PA,USA,,Medium
10327,45,100,8,4781.7,11 October 2004,Resolved,4,11,2004,Planes,84,S18_2581,Kobenhavn,,Denmark,EMEA,Medium
10339,27,100,2,2810.7,23 November 2004,Shipped,4,11,2004,Planes,84,S18_2581,Minato-ku,Tokyo,Japan,Japan,Small
10353,27,100,1,3515.67,12 April 2004,Shipped,4,12,2004,Planes,84,S18_2581,Glendale,CT,USA,,Medium
10374,42,69.27,2,2909.34,02 February 2005,Shipped,1,2,2005,Planes,84,S18_2581,South Brisbane,Queensland,Australia,APAC,Small
10386,21,74.77,18,1570.17,03 January 2005,Resolved,1,3,2005,Planes,84,S18_2581,Madrid,,Spain,EMEA,Small
10398,34,76.88,15,2613.92,30 March 2005,Shipped,1,3,2005,Planes,84,S18_2581,Reims,,France,EMEA,Small
10401,42,76.03,3,3193.26,04 March 2005,On Hold,2,4,2005,Planes,84,S18_2581,Newark,NJ,USA,,Medium
10416,15,98.84,4,1482.6,05 October 2005,Shipped,2,5,2005,Planes,84,S18_2581,Reggio Emilia,,Italy,EMEA,Small
10107,29,70.87,6,2055.23,24 February 2003,Shipped,1,2,2003,Motorcycles,60,S18_2625,NYC,NY,USA,,Small
10120,46,58.15,4,2674.9,29 April 2003,Shipped,2,4,2003,Motorcycles,60,S18_2625,Melbourne,Victoria,Australia,APAC,Small
10134,30,61.78,6,1853.4,07 January 2003,Shipped,3,7,2003,Motorcycles,60,S18_2625,Paris,,France,EMEA,Small
10145,30,49.67,10,1490.1,25 August 2003,Shipped,3,8,2003,Motorcycles,60,S18_2625,Pasadena,CA,USA,,Small
10159,42,51.48,18,2162.16,10 October 2003,Shipped,4,10,2003,Motorcycles,60,S18_2625,San Francisco,CA,USA,,Small
10168,46,61.18,5,2814.28,28 October 2003,Shipped,4,10,2003,Motorcycles,60,S18_2625,Burlingame,CA,USA,,Small
10180,25,64.2,13,1605,11 November 2003,Shipped,4,11,2003,Motorcycles,60,S18_2625,Lille,,France,EMEA,Small
10188,32,65.42,5,2093.44,18 November 2003,Shipped,4,11,2003,Motorcycles,60,S18_2625,Bergen,,Norway,EMEA,Small
10201,30,64.81,6,1944.3,12 January 2003,Shipped,4,12,2003,Motorcycles,60,S18_2625,San Francisco,CA,USA,,Small
10210,40,49.67,3,1986.8,01 December 2004,Shipped,1,1,2004,Motorcycles,60,S18_2625,Osaka,Osaka,Japan,Japan,Small
10223,28,60.57,5,1695.96,20 February 2004,Shipped,1,2,2004,Motorcycles,60,S18_2625,Melbourne,Victoria,Australia,APAC,Small
10236,23,55.72,2,1281.56,04 March 2004,Shipped,2,4,2004,Motorcycles,60,S18_2625,Philadelphia,PA,USA,,Small
10251,29,61.18,6,1774.22,18 May 2004,Shipped,2,5,2004,Motorcycles,60,S18_2625,Newark,NJ,USA,,Small
10263,34,58.75,6,1997.5,28 June 2004,Shipped,2,6,2004,Motorcycles,60,S18_2625,Bridgewater,CT,USA,,Small
10275,37,63.6,5,2353.2,23 July 2004,Shipped,3,7,2004,Motorcycles,60,S18_2625,Nantes,,France,EMEA,Small
10285,20,49.06,10,981.2,27 August 2004,Shipped,3,8,2004,Motorcycles,60,S18_2625,Cambridge,MA,USA,,Small
10298,32,48.46,2,1550.72,27 September 2004,Shipped,3,9,2004,Motorcycles,60,S18_2625,Nantes,,France,EMEA,Small
10308,34,52.09,3,1771.06,15 October 2004,Shipped,4,10,2004,Motorcycles,60,S18_2625,White Plains,NY,USA,,Small
10318,42,52.7,5,2213.4,11 February 2004,Shipped,4,11,2004,Motorcycles,60,S18_2625,Allentown,PA,USA,,Small
10329,38,100,12,5266.04,15 November 2004,Shipped,4,11,2004,Motorcycles,60,S18_2625,NYC,NY,USA,,Medium
10339,30,62.16,1,1864.8,23 November 2004,Shipped,4,11,2004,Motorcycles,60,S18_2625,Minato-ku,Tokyo,Japan,Japan,Small
10362,23,49.67,3,1142.41,01 May 2005,Shipped,1,1,2005,Motorcycles,60,S18_2625,Burlingame,CA,USA,,Small
10374,22,53.3,4,1172.6,02 February 2005,Shipped,1,2,2005,Motorcycles,60,S18_2625,South Brisbane,Queensland,Australia,APAC,Small
10389,39,100,5,6981,03 March 2005,Shipped,1,3,2005,Motorcycles,60,S18_2625,Boras,,Sweden,EMEA,Medium
10402,55,55.72,2,3064.6,04 July 2005,Shipped,2,4,2005,Motorcycles,60,S18_2625,Paris,,France,EMEA,Medium
10417,36,61.18,6,2202.48,13 May 2005,Disputed,2,5,2005,Motorcycles,60,S18_2625,Madrid,,Spain,EMEA,Small
10101,26,100,1,3773.38,01 September 2003,Shipped,1,1,2003,Vintage Cars,168,S18_2795,Frankfurt,,Germany,EMEA,Medium
10110,31,100,1,5074.39,18 March 2003,Shipped,1,3,2003,Vintage Cars,168,S18_2795,Manchester,,UK,EMEA,Medium
10125,34,100,2,6483.46,21 May 2003,Shipped,2,5,2003,Vintage Cars,168,S18_2795,Melbourne,Victoria,Australia,APAC,Medium
10139,41,100,8,7956.46,16 July 2003,Shipped,3,7,2003,Vintage Cars,168,S18_2795,Chatswood,NSW,Australia,APAC,Large
10149,23,100,5,4230.62,09 December 2003,Shipped,3,9,2003,Vintage Cars,168,S18_2795,Brisbane,CA,USA,,Medium
10162,48,100,3,7209.12,18 October 2003,Shipped,4,10,2003,Vintage Cars,168,S18_2795,San Francisco,CA,USA,,Large
10173,22,100,7,3452.68,11 May 2003,Shipped,4,11,2003,Vintage Cars,168,S18_2795,Bergamo,,Italy,EMEA,Medium
10182,21,100,4,3047.73,11 December 2003,Shipped,4,11,2003,Vintage Cars,168,S18_2795,San Rafael,CA,USA,,Medium
10193,22,100,8,3675.32,21 November 2003,Shipped,4,11,2003,Vintage Cars,168,S18_2795,Glen Waverly,Victoria,Australia,APAC,Medium
10205,40,100,3,7492.4,12 March 2003,Shipped,4,12,2003,Vintage Cars,168,S18_2795,Madrid,,Spain,EMEA,Large
10214,50,100,1,9534.5,26 January 2004,Shipped,1,1,2004,Vintage Cars,168,S18_2795,Madrid,,Spain,EMEA,Large
10227,29,100,4,5579.02,03 February 2004,Shipped,1,3,2004,Vintage Cars,168,S18_2795,Lyon,,France,EMEA,Medium
10244,43,100,8,5950.34,29 April 2004,Shipped,2,4,2004,Vintage Cars,168,S18_2795,Madrid,,Spain,EMEA,Medium
10255,24,100,1,3726,06 April 2004,Shipped,2,6,2004,Vintage Cars,168,S18_2795,Strasbourg,,France,EMEA,Medium
10280,22,100,10,4455,17 August 2004,Shipped,3,8,2004,Vintage Cars,168,S18_2795,Torino,,Italy,EMEA,Medium
10289,43,100,3,8272.34,09 March 2004,Shipped,3,9,2004,Vintage Cars,168,S18_2795,Bergen,,Norway,EMEA,Large
10304,20,100,14,3577.6,10 November 2004,Shipped,4,10,2004,Vintage Cars,168,S18_2795,Versailles,,France,EMEA,Medium
10312,25,100,11,3881.25,21 October 2004,Shipped,4,10,2004,Vintage Cars,168,S18_2795,San Rafael,CA,USA,,Medium
10322,36,100,2,5797.44,11 April 2004,Shipped,4,11,2004,Vintage Cars,168,S18_2795,Nashua,NH,USA,,Medium
10332,24,52.67,1,1264.08,17 November 2004,Shipped,4,11,2004,Vintage Cars,168,S18_2795,Manchester,,UK,EMEA,Small
10347,21,100,6,4815.3,29 November 2004,Shipped,4,11,2004,Vintage Cars,168,S18_2795,Melbourne,Victoria,Australia,APAC,Medium
10356,30,100,1,4462.2,12 September 2004,Shipped,4,12,2004,Vintage Cars,168,S18_2795,Paris,,France,EMEA,Medium
10367,32,94.79,7,3033.28,01 December 2005,Resolved,1,1,2005,Vintage Cars,168,S18_2795,Pasadena,CA,USA,,Medium
10380,21,47.18,8,990.78,16 February 2005,Shipped,1,2,2005,Vintage Cars,168,S18_2795,Madrid,,Spain,EMEA,Small
10390,26,78.11,7,2030.86,03 April 2005,Shipped,1,3,2005,Vintage Cars,168,S18_2795,San Rafael,CA,USA,,Small
10421,35,100,1,5433.75,29 May 2005,In Process,2,5,2005,Vintage Cars,168,S18_2795,San Rafael,CA,USA,,Medium
10109,26,100,1,3157.44,03 October 2003,Shipped,1,3,2003,Classic Cars,132,S18_2870,Philadelphia,PA,USA,,Medium
10123,46,100,3,5161.2,20 May 2003,Shipped,2,5,2003,Classic Cars,132,S18_2870,Nantes,,France,EMEA,Medium
10137,37,100,3,4346.76,07 October 2003,Shipped,3,7,2003,Classic Cars,132,S18_2870,Reims,,France,EMEA,Medium
10148,27,100,10,3528.36,09 November 2003,Shipped,3,9,2003,Classic Cars,132,S18_2870,North Sydney,NSW,Australia,APAC,Medium
10161,23,100,9,3187.8,17 October 2003,Shipped,4,10,2003,Classic Cars,132,S18_2870,Aaarhus,,Denmark,EMEA,Medium
10172,39,100,7,6023.16,11 May 2003,Shipped,4,11,2003,Classic Cars,132,S18_2870,Bridgewater,CT,USA,,Medium
10181,27,100,3,3884.76,11 December 2003,Shipped,4,11,2003,Classic Cars,132,S18_2870,Bergen,,Norway,EMEA,Medium
10192,38,100,8,4965.84,20 November 2003,Shipped,4,11,2003,Classic Cars,132,S18_2870,Nashua,NH,USA,,Medium
10204,27,100,14,4169.88,12 February 2003,Shipped,4,12,2003,Classic Cars,132,S18_2870,NYC,NY,USA,,Medium
10212,40,100,7,4910.4,16 January 2004,Shipped,1,1,2004,Classic Cars,132,S18_2870,Madrid,,Spain,EMEA,Medium
10226,24,100,5,3231.36,26 February 2004,Shipped,1,2,2004,Classic Cars,132,S18_2870,San Diego,CA,USA,,Medium
10241,44,100,12,6853.44,13 April 2004,Shipped,2,4,2004,Classic Cars,132,S18_2870,Strasbourg,,France,EMEA,Medium
10253,37,100,2,5177.04,06 January 2004,Cancelled,2,6,2004,Classic Cars,132,S18_2870,Liverpool,,UK,EMEA,Medium
10266,20,100,3,2824.8,07 June 2004,Shipped,3,7,2004,Classic Cars,132,S18_2870,Reggio Emilia,,Italy,EMEA,Small
10278,39,100,3,4324.32,08 June 2004,Shipped,3,8,2004,Classic Cars,132,S18_2870,Las Vegas,NV,USA,,Medium
10287,44,100,1,5052.96,30 August 2004,Shipped,3,8,2004,Classic Cars,132,S18_2870,Gensve,,Switzerland,EMEA,Medium
10301,22,100,5,3223.44,10 May 2003,Shipped,4,10,2003,Classic Cars,132,S18_2870,Oslo,,Norway,EMEA,Medium
10311,43,100,10,5278.68,16 October 2004,Shipped,4,10,2004,Classic Cars,132,S18_2870,Madrid,,Spain,EMEA,Medium
10321,27,100,7,2851.2,11 April 2004,Shipped,4,11,2004,Classic Cars,132,S18_2870,New Bedford,MA,USA,,Small
10331,26,64.9,10,1687.4,17 November 2004,Shipped,4,11,2004,Classic Cars,132,S18_2870,Philadelphia,PA,USA,,Small
10343,25,52.32,3,1308,24 November 2004,Shipped,4,11,2004,Classic Cars,132,S18_2870,Reims,,France,EMEA,Small
10366,49,100,2,6144.6,01 October 2005,Shipped,1,1,2005,Classic Cars,132,S18_2870,Charleroi,,Belgium,EMEA,Medium
10379,29,100,5,5127.2,02 October 2005,Shipped,1,2,2005,Classic Cars,132,S18_2870,Madrid,,Spain,EMEA,Medium
10407,41,100,12,6386.16,22 April 2005,On Hold,2,4,2005,Classic Cars,132,S18_2870,San Jose,CA,USA,,Medium
10419,55,100,2,7695.6,17 May 2005,Shipped,2,5,2005,Classic Cars,132,S18_2870,Salzburg,,Austria,EMEA,Large
10103,27,83.07,12,2242.89,29 January 2003,Shipped,1,1,2003,Vintage Cars,101,S18_2949,Stavern,,Norway,EMEA,Small
10112,23,100,2,2539.89,24 March 2003,Shipped,1,3,2003,Vintage Cars,101,S18_2949,Lule,,Sweden,EMEA,Small
10126,31,90.17,12,2795.27,28 May 2003,Shipped,2,5,2003,Vintage Cars,101,S18_2949,Madrid,,Spain,EMEA,Small
10139,46,100,1,5545.76,16 July 2003,Shipped,3,7,2003,Vintage Cars,101,S18_2949,Chatswood,NSW,Australia,APAC,Medium
10150,47,91.18,9,4285.46,19 September 2003,Shipped,3,9,2003,Vintage Cars,101,S18_2949,Singapore,,Singapore,Japan,Medium
10163,31,100,2,3329.09,20 October 2003,Shipped,4,10,2003,Vintage Cars,101,S18_2949,NYC,NY,USA,,Medium
10174,46,100,5,5592.22,11 June 2003,Shipped,4,11,2003,Vintage Cars,101,S18_2949,South Brisbane,Queensland,Australia,APAC,Medium
10183,37,89.15,9,3298.55,13 November 2003,Shipped,4,11,2003,Vintage Cars,101,S18_2949,Philadelphia,PA,USA,,Medium
10193,28,93.21,1,2609.88,21 November 2003,Shipped,4,11,2003,Vintage Cars,101,S18_2949,Glen Waverly,Victoria,Australia,APAC,Small
10206,37,90.17,7,3336.29,12 May 2003,Shipped,4,12,2003,Vintage Cars,101,S18_2949,Vancouver,BC,Canada,,Medium
10215,49,100,4,5510.05,29 January 2004,Shipped,1,1,2004,Vintage Cars,101,S18_2949,Burbank,CA,USA,,Medium
10228,24,100,3,2504.4,03 October 2004,Shipped,1,3,2004,Vintage Cars,101,S18_2949,Cambridge,MA,USA,,Small
10244,30,100,1,3525.6,29 April 2004,Shipped,2,4,2004,Vintage Cars,101,S18_2949,Madrid,,Spain,EMEA,Medium
10257,50,88.14,1,4407,14 June 2004,Shipped,2,6,2004,Vintage Cars,101,S18_2949,San Jose,CA,USA,,Medium
